state,year,month,price_received
COLORADO,2011,12,6.09
COLORADO,2010,1,3.73
COLORADO,2010,2,3.56
COLORADO,2010,3,3.62
COLORADO,2010,4,3.31
COLORADO,2010,5,3.45
COLORADO,2010,6,3.5
COLORADO,2010,7,3.48
COLORADO,2010,8,3.68
COLORADO,2010,9,3.97
COLORADO,2010,10,4.23
COLORADO,2010,11,4.33
COLORADO,2010,12,4.66
COLORADO,2009,1,4.37
COLORADO,2009,2,3.97
COLORADO,2009,3,3.86
COLORADO,2009,4,3.87
COLORADO,2009,5,3.97
COLORADO,2009,6,4.02
COLORADO,2009,7,3.74
COLORADO,2009,8,3.62
COLORADO,2009,9,3.51
COLORADO,2009,10,3.82
COLORADO,2009,11,3.79
COLORADO,2009,12,3.69
COLORADO,2008,1,3.91
COLORADO,2008,2,4.36
COLORADO,2008,3,4.33
COLORADO,2008,4,4.7
COLORADO,2008,5,4.55
COLORADO,2008,6,5.04
COLORADO,2008,7,4.71
COLORADO,2008,8,4.59
COLORADO,2008,9,4.5
COLORADO,2008,10,4.1
COLORADO,2008,11,4.5
COLORADO,2008,12,4.21
COLORADO,2007,1,3.13
COLORADO,2007,2,3.27
COLORADO,2007,3,3.2
COLORADO,2007,4,3.15
COLORADO,2007,5,3.43
COLORADO,2007,6,3.56
COLORADO,2007,7,3.48
COLORADO,2007,8,3.54
COLORADO,2007,9,3.61
COLORADO,2007,10,3.43
COLORADO,2007,11,3.51
COLORADO,2007,12,3.6
COLORADO,2006,1,2.16
COLORADO,2006,2,2.18
COLORADO,2006,3,2.19
COLORADO,2006,4,2.26
COLORADO,2006,5,2.34
COLORADO,2006,6,2.44
COLORADO,2006,7,2.44
COLORADO,2006,8,2.48
COLORADO,2006,9,2.43
COLORADO,2006,10,2.68
COLORADO,2006,11,2.8
COLORADO,2006,12,2.88
COLORADO,2005,1,2.22
COLORADO,2005,2,2.03
COLORADO,2005,3,2.21
COLORADO,2005,4,2.11
COLORADO,2005,5,2.16
COLORADO,2005,6,2.17
COLORADO,2005,7,2.28
COLORADO,2005,8,2.22
COLORADO,2005,9,2.21
COLORADO,2005,10,2.28
COLORADO,2005,11,2.19
COLORADO,2005,12,2.11
COLORADO,2004,1,2.51
COLORADO,2004,2,2.61
COLORADO,2004,3,2.71
COLORADO,2004,4,2.85
COLORADO,2004,5,2.98
COLORADO,2004,6,2.97
COLORADO,2004,7,2.9
COLORADO,2004,8,2.75
COLORADO,2004,9,2.72
COLORADO,2004,10,2.36
COLORADO,2004,11,2.42
COLORADO,2004,12,2.22
COLORADO,2003,1,2.52
COLORADO,2003,2,2.53
COLORADO,2003,3,2.54
COLORADO,2003,4,2.54
COLORADO,2003,5,2.6
COLORADO,2003,6,2.53
COLORADO,2003,7,2.39
COLORADO,2003,8,2.33
COLORADO,2003,9,2.36
COLORADO,2003,10,2.27
COLORADO,2003,11,2.3
COLORADO,2003,12,2.34
COLORADO,2002,1,2.09
COLORADO,2002,2,2.03
COLORADO,2002,3,2.07
COLORADO,2002,4,2.04
COLORADO,2002,5,2.02
COLORADO,2002,6,2.13
COLORADO,2002,7,2.49
COLORADO,2002,8,2.5
COLORADO,2002,9,2.77
COLORADO,2002,10,2.61
COLORADO,2002,11,2.54
COLORADO,2002,12,2.55
COLORADO,2001,1,2.16
COLORADO,2001,2,2.09
COLORADO,2001,3,2.12
COLORADO,2001,4,2.11
COLORADO,2001,5,1.98
COLORADO,2001,6,2.0
COLORADO,2001,7,2.1
COLORADO,2001,8,2.17
COLORADO,2001,9,2.08
COLORADO,2001,10,2.12
COLORADO,2001,11,1.98
COLORADO,2001,12,2.05
COLORADO,2000,1,1.77
COLORADO,2000,2,1.93
COLORADO,2000,3,1.94
COLORADO,2000,4,2.03
COLORADO,2000,5,2.1
COLORADO,2000,6,2.03
COLORADO,2000,7,2.02
COLORADO,2000,8,1.81
COLORADO,2000,9,1.89
COLORADO,2000,10,2.0
COLORADO,2000,11,2.07
COLORADO,2000,12,2.1
GEORGIA,2019,4,4.35
GEORGIA,2019,5,4.58
GEORGIA,2019,8,4.3
GEORGIA,2018,1,4.37
GEORGIA,2018,2,4.4
GEORGIA,2018,3,4.59
GEORGIA,2018,5,4.87
GEORGIA,2018,8,4.11
GEORGIA,2018,9,4.13
GEORGIA,2018,10,4.18
GEORGIA,2018,11,4.47
GEORGIA,2017,9,4.16
GEORGIA,2017,10,4.21
GEORGIA,2017,11,4.23
GEORGIA,2017,12,4.42
GEORGIA,2001,1,2.54
GEORGIA,2001,2,2.58
GEORGIA,2001,3,2.57
GEORGIA,2001,4,2.67
GEORGIA,2001,5,2.31
GEORGIA,2001,6,2.28
GEORGIA,2001,7,2.37
GEORGIA,2001,8,2.29
GEORGIA,2001,9,2.18
GEORGIA,2001,10,2.03
GEORGIA,2000,1,2.48
GEORGIA,2000,2,2.54
GEORGIA,2000,3,2.57
GEORGIA,2000,4,2.65
GEORGIA,2000,5,2.59
GEORGIA,2000,6,2.63
GEORGIA,2000,7,2.2
GEORGIA,2000,8,1.84
GEORGIA,2000,9,2.03
GEORGIA,2000,10,1.9
GEORGIA,2000,11,2.26
GEORGIA,2000,12,2.44
IDAHO,2019,1,4.49
IDAHO,2019,3,4.32
IDAHO,2019,4,4.24
IDAHO,2018,1,3.98
IDAHO,2018,2,4.15
IDAHO,2018,3,4.27
IDAHO,2018,4,4.33
IDAHO,2018,6,4.44
IDAHO,2018,8,4.0
IDAHO,2018,10,4.37
IDAHO,2018,11,4.47
IDAHO,2018,12,4.4
IDAHO,2017,10,4.48
IDAHO,2017,12,4.1
ILLINOIS,2022,1,5.48
ILLINOIS,2022,2,6.28
ILLINOIS,2022,3,6.65
ILLINOIS,2022,4,7.17
ILLINOIS,2022,5,7.47
ILLINOIS,2022,6,7.47
ILLINOIS,2022,7,7.32
ILLINOIS,2022,8,7.15
ILLINOIS,2022,9,6.7
ILLINOIS,2022,10,6.41
ILLINOIS,2022,11,6.29
ILLINOIS,2022,12,6.39
ILLINOIS,2021,1,4.1
ILLINOIS,2021,2,4.69
ILLINOIS,2021,3,4.96
ILLINOIS,2021,4,5.41
ILLINOIS,2021,5,6.05
ILLINOIS,2021,6,6.06
ILLINOIS,2021,7,6.25
ILLINOIS,2021,8,6.34
ILLINOIS,2021,9,5.16
ILLINOIS,2021,10,4.98
ILLINOIS,2021,11,5.27
ILLINOIS,2021,12,5.41
ILLINOIS,2020,1,3.76
ILLINOIS,2020,2,3.71
ILLINOIS,2020,3,3.65
ILLINOIS,2020,4,3.21
ILLINOIS,2020,5,3.23
ILLINOIS,2020,6,3.17
ILLINOIS,2020,7,3.26
ILLINOIS,2020,8,3.12
ILLINOIS,2020,9,3.4
ILLINOIS,2020,10,3.63
ILLINOIS,2020,11,3.75
ILLINOIS,2020,12,3.86
ILLINOIS,2019,1,3.58
ILLINOIS,2019,2,3.58
ILLINOIS,2019,3,3.59
ILLINOIS,2019,4,3.54
ILLINOIS,2019,5,3.62
ILLINOIS,2019,6,4.01
ILLINOIS,2019,7,4.2
ILLINOIS,2019,8,3.88
ILLINOIS,2019,9,3.77
ILLINOIS,2019,10,3.77
ILLINOIS,2019,11,3.66
ILLINOIS,2019,12,3.73
ILLINOIS,2018,1,3.35
ILLINOIS,2018,2,3.46
ILLINOIS,2018,3,3.57
ILLINOIS,2018,4,3.61
ILLINOIS,2018,5,3.69
ILLINOIS,2018,6,3.65
ILLINOIS,2018,7,3.48
ILLINOIS,2018,8,3.35
ILLINOIS,2018,9,3.38
ILLINOIS,2018,10,3.43
ILLINOIS,2018,11,3.44
ILLINOIS,2018,12,3.6
ILLINOIS,2017,1,3.47
ILLINOIS,2017,2,3.48
ILLINOIS,2017,3,3.62
ILLINOIS,2017,4,3.53
ILLINOIS,2017,5,3.55
ILLINOIS,2017,6,3.5
ILLINOIS,2017,7,3.57
ILLINOIS,2017,8,3.28
ILLINOIS,2017,9,3.27
ILLINOIS,2017,10,3.28
ILLINOIS,2017,11,3.17
ILLINOIS,2017,12,3.35
ILLINOIS,2016,1,3.73
ILLINOIS,2016,2,3.63
ILLINOIS,2016,3,3.67
ILLINOIS,2016,4,3.67
ILLINOIS,2016,5,3.82
ILLINOIS,2016,6,3.92
ILLINOIS,2016,7,3.63
ILLINOIS,2016,8,3.17
ILLINOIS,2016,9,3.27
ILLINOIS,2016,10,3.3
ILLINOIS,2016,11,3.32
ILLINOIS,2016,12,3.47
ILLINOIS,2015,1,3.82
ILLINOIS,2015,2,3.78
ILLINOIS,2015,3,3.79
ILLINOIS,2015,4,3.71
ILLINOIS,2015,5,3.62
ILLINOIS,2015,6,3.65
ILLINOIS,2015,7,3.85
ILLINOIS,2015,8,3.63
ILLINOIS,2015,9,3.69
ILLINOIS,2015,10,3.7
ILLINOIS,2015,11,3.7
ILLINOIS,2015,12,3.79
ILLINOIS,2014,1,4.47
ILLINOIS,2014,2,4.36
ILLINOIS,2014,3,4.56
ILLINOIS,2014,4,4.84
ILLINOIS,2014,5,4.77
ILLINOIS,2014,6,4.68
ILLINOIS,2014,7,4.12
ILLINOIS,2014,8,3.74
ILLINOIS,2014,9,3.51
ILLINOIS,2014,10,3.58
ILLINOIS,2014,11,3.63
ILLINOIS,2014,12,3.81
ILLINOIS,2013,1,6.87
ILLINOIS,2013,2,7.05
ILLINOIS,2013,3,7.14
ILLINOIS,2013,4,6.89
ILLINOIS,2013,5,6.91
ILLINOIS,2013,6,6.96
ILLINOIS,2013,7,6.73
ILLINOIS,2013,8,6.09
ILLINOIS,2013,9,5.25
ILLINOIS,2013,10,4.49
ILLINOIS,2013,11,4.5
ILLINOIS,2013,12,4.58
ILLINOIS,2012,1,6.12
ILLINOIS,2012,2,6.37
ILLINOIS,2012,3,6.48
ILLINOIS,2012,4,6.44
ILLINOIS,2012,5,6.39
ILLINOIS,2012,6,6.43
ILLINOIS,2012,7,7.3
ILLINOIS,2012,8,7.58
ILLINOIS,2012,9,6.84
ILLINOIS,2012,10,6.84
ILLINOIS,2012,11,7.07
ILLINOIS,2012,12,6.73
ILLINOIS,2011,1,4.94
ILLINOIS,2011,2,5.86
ILLINOIS,2011,3,5.73
ILLINOIS,2011,4,6.68
ILLINOIS,2011,5,6.65
ILLINOIS,2011,6,6.56
ILLINOIS,2011,7,6.56
ILLINOIS,2011,8,6.96
ILLINOIS,2011,9,6.1
ILLINOIS,2011,10,5.84
ILLINOIS,2011,11,5.9
ILLINOIS,2011,12,5.92
ILLINOIS,2010,1,3.63
ILLINOIS,2010,2,3.48
ILLINOIS,2010,3,3.53
ILLINOIS,2010,4,3.42
ILLINOIS,2010,5,3.49
ILLINOIS,2010,6,3.41
ILLINOIS,2010,7,3.51
ILLINOIS,2010,8,3.73
ILLINOIS,2010,9,4.05
ILLINOIS,2010,10,4.51
ILLINOIS,2010,11,4.62
ILLINOIS,2010,12,4.84
ILLINOIS,2009,1,4.34
ILLINOIS,2009,2,3.75
ILLINOIS,2009,3,3.74
ILLINOIS,2009,4,3.81
ILLINOIS,2009,5,3.95
ILLINOIS,2009,6,4.01
ILLINOIS,2009,7,3.56
ILLINOIS,2009,8,3.32
ILLINOIS,2009,9,3.27
ILLINOIS,2009,10,3.59
ILLINOIS,2009,11,3.55
ILLINOIS,2009,12,3.57
ILLINOIS,2008,1,3.88
ILLINOIS,2008,2,4.58
ILLINOIS,2008,3,4.69
ILLINOIS,2008,4,5.15
ILLINOIS,2008,5,5.25
ILLINOIS,2008,6,5.71
ILLINOIS,2008,7,5.43
ILLINOIS,2008,8,5.17
ILLINOIS,2008,9,4.99
ILLINOIS,2008,10,4.29
ILLINOIS,2008,11,4.11
ILLINOIS,2008,12,4.09
ILLINOIS,2007,1,3.01
ILLINOIS,2007,2,3.44
ILLINOIS,2007,3,3.52
ILLINOIS,2007,4,3.48
ILLINOIS,2007,5,3.52
ILLINOIS,2007,6,3.64
ILLINOIS,2007,7,3.32
ILLINOIS,2007,8,3.16
ILLINOIS,2007,9,3.21
ILLINOIS,2007,10,3.31
ILLINOIS,2007,11,3.53
ILLINOIS,2007,12,3.73
ILLINOIS,2006,1,2.06
ILLINOIS,2006,2,2.08
ILLINOIS,2006,3,2.12
ILLINOIS,2006,4,2.2
ILLINOIS,2006,5,2.26
ILLINOIS,2006,6,2.28
ILLINOIS,2006,7,2.28
ILLINOIS,2006,8,2.15
ILLINOIS,2006,9,2.21
ILLINOIS,2006,10,2.62
ILLINOIS,2006,11,3.02
ILLINOIS,2006,12,3.0
ILLINOIS,2005,1,2.23
ILLINOIS,2005,2,2.02
ILLINOIS,2005,3,2.09
ILLINOIS,2005,4,2.09
ILLINOIS,2005,5,2.05
ILLINOIS,2005,6,2.12
ILLINOIS,2005,7,2.23
ILLINOIS,2005,8,2.03
ILLINOIS,2005,9,1.92
ILLINOIS,2005,10,1.83
ILLINOIS,2005,11,1.87
ILLINOIS,2005,12,2.01
ILLINOIS,2004,1,2.37
ILLINOIS,2004,2,2.65
ILLINOIS,2004,3,2.77
ILLINOIS,2004,4,2.97
ILLINOIS,2004,5,2.93
ILLINOIS,2004,6,2.87
ILLINOIS,2004,7,2.49
ILLINOIS,2004,8,2.35
ILLINOIS,2004,9,2.2
ILLINOIS,2004,10,2.22
ILLINOIS,2004,11,2.08
ILLINOIS,2004,12,2.17
ILLINOIS,2003,1,2.37
ILLINOIS,2003,2,2.35
ILLINOIS,2003,3,2.36
ILLINOIS,2003,4,2.4
ILLINOIS,2003,5,2.43
ILLINOIS,2003,6,2.39
ILLINOIS,2003,7,2.2
ILLINOIS,2003,8,2.16
ILLINOIS,2003,9,2.18
ILLINOIS,2003,10,2.13
ILLINOIS,2003,11,2.21
ILLINOIS,2003,12,2.34
ILLINOIS,2002,1,2.01
ILLINOIS,2002,2,1.98
ILLINOIS,2002,3,1.98
ILLINOIS,2002,4,1.96
ILLINOIS,2002,5,2.0
ILLINOIS,2002,6,2.05
ILLINOIS,2002,7,2.24
ILLINOIS,2002,8,2.47
ILLINOIS,2002,9,2.5
ILLINOIS,2002,10,2.36
ILLINOIS,2002,11,2.33
ILLINOIS,2002,12,2.37
ILLINOIS,2001,1,1.97
ILLINOIS,2001,2,2.0
ILLINOIS,2001,3,2.0
ILLINOIS,2001,4,1.92
ILLINOIS,2001,5,1.86
ILLINOIS,2001,6,1.83
ILLINOIS,2001,7,1.95
ILLINOIS,2001,8,1.99
ILLINOIS,2001,9,1.94
ILLINOIS,2001,10,1.85
ILLINOIS,2001,11,1.91
ILLINOIS,2001,12,2.06
ILLINOIS,2000,1,1.97
ILLINOIS,2000,2,2.03
ILLINOIS,2000,3,2.11
ILLINOIS,2000,4,2.02
ILLINOIS,2000,5,2.2
ILLINOIS,2000,6,1.89
ILLINOIS,2000,7,1.66
ILLINOIS,2000,8,1.54
ILLINOIS,2000,9,1.64
ILLINOIS,2000,10,1.8
ILLINOIS,2000,11,1.92
ILLINOIS,2000,12,2.03
INDIANA,2022,1,5.58
INDIANA,2022,2,6.16
INDIANA,2022,3,6.6
INDIANA,2022,4,7.07
INDIANA,2022,5,7.03
INDIANA,2022,6,7.47
INDIANA,2022,7,7.14
INDIANA,2022,8,7.3
INDIANA,2022,9,7.05
INDIANA,2022,10,6.46
INDIANA,2022,11,6.41
INDIANA,2022,12,6.57
INDIANA,2021,1,4.32
INDIANA,2021,2,4.74
INDIANA,2021,3,4.95
INDIANA,2021,4,5.39
INDIANA,2021,5,5.87
INDIANA,2021,6,6.32
INDIANA,2021,7,6.22
INDIANA,2021,8,6.39
INDIANA,2021,9,5.32
INDIANA,2021,10,4.97
INDIANA,2021,11,5.37
INDIANA,2021,12,5.58
INDIANA,2020,1,4.1
INDIANA,2020,2,4.04
INDIANA,2020,3,4.03
INDIANA,2020,4,3.61
INDIANA,2020,5,3.43
INDIANA,2020,6,3.41
INDIANA,2020,7,3.51
INDIANA,2020,8,3.48
INDIANA,2020,9,3.77
INDIANA,2020,10,3.73
INDIANA,2020,11,3.82
INDIANA,2020,12,4.06
INDIANA,2019,1,3.76
INDIANA,2019,2,3.79
INDIANA,2019,3,3.75
INDIANA,2019,4,3.68
INDIANA,2019,5,3.81
INDIANA,2019,6,4.28
INDIANA,2019,7,4.55
INDIANA,2019,8,4.27
INDIANA,2019,9,3.96
INDIANA,2019,10,4.01
INDIANA,2019,11,3.92
INDIANA,2019,12,4.0
INDIANA,2018,1,3.54
INDIANA,2018,2,3.59
INDIANA,2018,3,3.72
INDIANA,2018,4,3.8
INDIANA,2018,5,3.92
INDIANA,2018,6,3.81
INDIANA,2018,7,3.6
INDIANA,2018,8,3.54
INDIANA,2018,9,3.45
INDIANA,2018,10,3.44
INDIANA,2018,11,3.49
INDIANA,2018,12,3.7
INDIANA,2017,1,3.64
INDIANA,2017,2,3.73
INDIANA,2017,3,3.77
INDIANA,2017,4,3.77
INDIANA,2017,5,3.79
INDIANA,2017,6,3.84
INDIANA,2017,7,3.86
INDIANA,2017,8,3.64
INDIANA,2017,9,3.42
INDIANA,2017,10,3.38
INDIANA,2017,11,3.32
INDIANA,2017,12,3.42
INDIANA,2016,1,3.97
INDIANA,2016,2,3.92
INDIANA,2016,3,3.93
INDIANA,2016,4,3.97
INDIANA,2016,5,4.09
INDIANA,2016,6,4.26
INDIANA,2016,7,3.89
INDIANA,2016,8,3.54
INDIANA,2016,9,3.41
INDIANA,2016,10,3.4
INDIANA,2016,11,3.44
INDIANA,2016,12,3.57
INDIANA,2015,1,3.86
INDIANA,2015,2,3.93
INDIANA,2015,3,3.94
INDIANA,2015,4,3.84
INDIANA,2015,5,3.74
INDIANA,2015,6,3.67
INDIANA,2015,7,4.03
INDIANA,2015,8,3.9
INDIANA,2015,9,3.85
INDIANA,2015,10,3.87
INDIANA,2015,11,3.97
INDIANA,2015,12,3.88
INDIANA,2014,1,4.49
INDIANA,2014,2,4.48
INDIANA,2014,3,4.68
INDIANA,2014,4,4.86
INDIANA,2014,5,4.91
INDIANA,2014,6,4.63
INDIANA,2014,7,4.07
INDIANA,2014,8,3.88
INDIANA,2014,9,3.59
INDIANA,2014,10,3.48
INDIANA,2014,11,3.54
INDIANA,2014,12,3.8
INDIANA,2013,1,7.26
INDIANA,2013,2,7.38
INDIANA,2013,3,7.48
INDIANA,2013,4,7.12
INDIANA,2013,5,7.16
INDIANA,2013,6,7.15
INDIANA,2013,7,6.71
INDIANA,2013,8,6.38
INDIANA,2013,9,5.11
INDIANA,2013,10,4.34
INDIANA,2013,11,4.17
INDIANA,2013,12,4.37
INDIANA,2012,1,6.21
INDIANA,2012,2,6.46
INDIANA,2012,3,6.59
INDIANA,2012,4,6.56
INDIANA,2012,5,6.52
INDIANA,2012,6,6.55
INDIANA,2012,7,7.43
INDIANA,2012,8,7.92
INDIANA,2012,9,7.37
INDIANA,2012,10,7.22
INDIANA,2012,11,7.43
INDIANA,2012,12,7.27
INDIANA,2011,1,4.95
INDIANA,2011,2,5.78
INDIANA,2011,3,5.8
INDIANA,2011,4,6.71
INDIANA,2011,5,6.62
INDIANA,2011,6,6.82
INDIANA,2011,7,7.04
INDIANA,2011,8,7.18
INDIANA,2011,9,6.14
INDIANA,2011,10,5.89
INDIANA,2011,11,5.94
INDIANA,2011,12,6.02
INDIANA,2010,1,3.79
INDIANA,2010,2,3.69
INDIANA,2010,3,3.62
INDIANA,2010,4,3.51
INDIANA,2010,5,3.65
INDIANA,2010,6,3.55
INDIANA,2010,7,3.69
INDIANA,2010,8,3.8
INDIANA,2010,9,4.24
INDIANA,2010,10,4.5
INDIANA,2010,11,4.82
INDIANA,2010,12,4.94
INDIANA,2009,1,4.46
INDIANA,2009,2,4.06
INDIANA,2009,3,3.92
INDIANA,2009,4,4.11
INDIANA,2009,5,4.12
INDIANA,2009,6,4.14
INDIANA,2009,7,3.64
INDIANA,2009,8,3.45
INDIANA,2009,9,3.31
INDIANA,2009,10,3.7
INDIANA,2009,11,3.66
INDIANA,2009,12,3.62
INDIANA,2008,1,4.23
INDIANA,2008,2,4.67
INDIANA,2008,3,4.96
INDIANA,2008,4,5.49
INDIANA,2008,5,5.82
INDIANA,2008,6,5.89
INDIANA,2008,7,5.92
INDIANA,2008,8,5.67
INDIANA,2008,9,4.73
INDIANA,2008,10,4.15
INDIANA,2008,11,4.04
INDIANA,2008,12,4.14
INDIANA,2007,1,3.16
INDIANA,2007,2,3.53
INDIANA,2007,3,3.64
INDIANA,2007,4,3.54
INDIANA,2007,5,3.65
INDIANA,2007,6,3.73
INDIANA,2007,7,3.36
INDIANA,2007,8,3.27
INDIANA,2007,9,3.32
INDIANA,2007,10,3.34
INDIANA,2007,11,3.68
INDIANA,2007,12,4.07
INDIANA,2006,1,2.09
INDIANA,2006,2,2.07
INDIANA,2006,3,2.15
INDIANA,2006,4,2.2
INDIANA,2006,5,2.26
INDIANA,2006,6,2.21
INDIANA,2006,7,2.31
INDIANA,2006,8,2.08
INDIANA,2006,9,2.32
INDIANA,2006,10,2.7
INDIANA,2006,11,3.03
INDIANA,2006,12,3.23
INDIANA,2005,1,2.09
INDIANA,2005,2,2.01
INDIANA,2005,3,2.01
INDIANA,2005,4,1.96
INDIANA,2005,5,2.02
INDIANA,2005,6,2.07
INDIANA,2005,7,2.2
INDIANA,2005,8,1.97
INDIANA,2005,9,1.8
INDIANA,2005,10,1.72
INDIANA,2005,11,1.71
INDIANA,2005,12,2.04
INDIANA,2004,1,2.5
INDIANA,2004,2,2.75
INDIANA,2004,3,2.96
INDIANA,2004,4,3.07
INDIANA,2004,5,3.08
INDIANA,2004,6,2.8
INDIANA,2004,7,2.57
INDIANA,2004,8,2.44
INDIANA,2004,9,2.07
INDIANA,2004,10,1.88
INDIANA,2004,11,1.81
INDIANA,2004,12,1.95
INDIANA,2003,1,2.42
INDIANA,2003,2,2.44
INDIANA,2003,3,2.44
INDIANA,2003,4,2.47
INDIANA,2003,5,2.49
INDIANA,2003,6,2.44
INDIANA,2003,7,2.28
