state,year,month,price_received
ARKANSAS,2007,11,9.1
ARKANSAS,2007,12,9.37
ARKANSAS,2006,1,6.0
ARKANSAS,2006,2,5.75
ARKANSAS,2006,3,5.76
ARKANSAS,2006,4,5.72
ARKANSAS,2006,5,5.88
ARKANSAS,2006,6,5.78
ARKANSAS,2006,7,5.69
ARKANSAS,2006,8,5.74
ARKANSAS,2006,9,5.63
ARKANSAS,2006,10,5.95
ARKANSAS,2006,11,6.47
ARKANSAS,2006,12,6.43
ARKANSAS,2005,1,5.81
ARKANSAS,2005,2,5.64
ARKANSAS,2005,3,6.26
ARKANSAS,2005,4,6.23
ARKANSAS,2005,5,6.44
ARKANSAS,2005,6,7.07
ARKANSAS,2005,7,7.03
ARKANSAS,2005,8,6.08
ARKANSAS,2005,9,6.02
ARKANSAS,2005,10,5.94
ARKANSAS,2005,11,5.82
ARKANSAS,2005,12,6.0
ARKANSAS,2004,1,7.39
ARKANSAS,2004,2,8.53
ARKANSAS,2004,3,9.48
ARKANSAS,2004,4,9.07
ARKANSAS,2004,5,9.91
ARKANSAS,2004,6,8.54
ARKANSAS,2004,7,8.25
ARKANSAS,2004,8,7.25
ARKANSAS,2004,9,6.3
ARKANSAS,2004,10,5.93
ARKANSAS,2004,11,5.65
ARKANSAS,2004,12,5.7
ARKANSAS,2003,1,5.68
ARKANSAS,2003,2,5.74
ARKANSAS,2003,3,5.79
ARKANSAS,2003,4,5.77
ARKANSAS,2003,5,6.28
ARKANSAS,2003,8,5.78
ARKANSAS,2003,9,6.06
ARKANSAS,2003,10,6.72
ARKANSAS,2003,11,7.16
ARKANSAS,2003,12,7.22
ARKANSAS,2002,1,4.35
ARKANSAS,2002,2,4.31
ARKANSAS,2002,3,4.53
ARKANSAS,2002,4,4.64
ARKANSAS,2002,5,4.68
ARKANSAS,2002,6,5.04
ARKANSAS,2002,7,5.63
ARKANSAS,2002,8,5.59
ARKANSAS,2002,9,5.59
ARKANSAS,2002,10,5.44
ARKANSAS,2002,11,5.73
ARKANSAS,2002,12,5.63
ARKANSAS,2001,1,4.91
ARKANSAS,2001,2,4.6
ARKANSAS,2001,3,4.46
ARKANSAS,2001,4,4.24
ARKANSAS,2001,5,4.37
ARKANSAS,2001,6,4.58
ARKANSAS,2001,7,4.84
ARKANSAS,2001,8,4.97
ARKANSAS,2001,9,4.6
ARKANSAS,2001,10,4.24
ARKANSAS,2001,11,4.28
ARKANSAS,2001,12,4.37
ARKANSAS,2000,1,4.79
ARKANSAS,2000,2,5.15
ARKANSAS,2000,3,4.94
ARKANSAS,2000,4,5.24
ARKANSAS,2000,5,5.23
ARKANSAS,2000,6,5.1
ARKANSAS,2000,7,4.57
ARKANSAS,2000,8,4.38
ARKANSAS,2000,9,4.66
ARKANSAS,2000,10,4.66
ARKANSAS,2000,11,4.73
ARKANSAS,2000,12,4.94
GEORGIA,2001,1,4.44
GEORGIA,2001,2,4.4
GEORGIA,2001,3,4.15
GEORGIA,2001,4,4.06
GEORGIA,2001,5,4.05
GEORGIA,2001,6,4.3
GEORGIA,2001,9,4.75
GEORGIA,2000,1,4.73
GEORGIA,2000,2,5.08
GEORGIA,2000,3,5.21
GEORGIA,2000,4,5.35
GEORGIA,2000,5,5.54
GEORGIA,2000,7,4.23
GEORGIA,2000,8,4.55
GEORGIA,2000,9,4.53
GEORGIA,2000,10,4.31
GEORGIA,2000,11,4.39
GEORGIA,2000,12,4.64
ILLINOIS,2022,1,12.8
ILLINOIS,2022,2,14.7
ILLINOIS,2022,3,15.4
ILLINOIS,2022,4,16.0
ILLINOIS,2022,5,16.5
ILLINOIS,2022,6,16.6
ILLINOIS,2022,7,15.9
ILLINOIS,2022,8,15.6
ILLINOIS,2022,9,14.5
ILLINOIS,2022,10,13.5
ILLINOIS,2022,11,13.8
ILLINOIS,2022,12,14.4
ILLINOIS,2021,1,10.6
ILLINOIS,2021,2,12.4
ILLINOIS,2021,3,13.1
ILLINOIS,2021,4,13.9
ILLINOIS,2021,5,14.9
ILLINOIS,2021,6,14.3
ILLINOIS,2021,7,14.0
ILLINOIS,2021,8,13.9
ILLINOIS,2021,9,12.2
ILLINOIS,2021,10,12.0
ILLINOIS,2021,11,12.1
ILLINOIS,2021,12,12.5
ILLINOIS,2020,1,9.0
ILLINOIS,2020,2,8.81
ILLINOIS,2020,3,8.78
ILLINOIS,2020,4,8.42
ILLINOIS,2020,5,8.4
ILLINOIS,2020,6,8.49
ILLINOIS,2020,7,8.72
ILLINOIS,2020,8,8.88
ILLINOIS,2020,9,9.43
ILLINOIS,2020,10,9.93
ILLINOIS,2020,11,10.1
ILLINOIS,2020,12,10.3
ILLINOIS,2019,1,8.87
ILLINOIS,2019,2,8.71
ILLINOIS,2019,3,8.7
ILLINOIS,2019,4,8.41
ILLINOIS,2019,5,8.23
ILLINOIS,2019,6,8.58
ILLINOIS,2019,7,8.72
ILLINOIS,2019,8,8.46
ILLINOIS,2019,9,8.71
ILLINOIS,2019,10,8.89
ILLINOIS,2019,11,8.96
ILLINOIS,2019,12,9.09
ILLINOIS,2018,1,9.57
ILLINOIS,2018,2,9.78
ILLINOIS,2018,3,10.0
ILLINOIS,2018,4,10.1
ILLINOIS,2018,5,10.0
ILLINOIS,2018,6,9.79
ILLINOIS,2018,7,9.44
ILLINOIS,2018,8,8.5
ILLINOIS,2018,9,9.08
ILLINOIS,2018,10,8.87
ILLINOIS,2018,11,8.72
ILLINOIS,2018,12,8.81
ILLINOIS,2017,1,9.93
ILLINOIS,2017,2,10.1
ILLINOIS,2017,3,9.96
ILLINOIS,2017,4,9.63
ILLINOIS,2017,5,9.46
ILLINOIS,2017,6,9.25
ILLINOIS,2017,7,9.7
ILLINOIS,2017,8,9.47
ILLINOIS,2017,9,9.51
ILLINOIS,2017,10,9.48
ILLINOIS,2017,11,9.5
ILLINOIS,2017,12,9.52
ILLINOIS,2016,1,8.98
ILLINOIS,2016,2,8.73
ILLINOIS,2016,3,8.82
ILLINOIS,2016,4,9.24
ILLINOIS,2016,5,10.1
ILLINOIS,2016,6,10.6
ILLINOIS,2016,7,10.5
ILLINOIS,2016,8,10.2
ILLINOIS,2016,9,9.7
ILLINOIS,2016,10,9.6
ILLINOIS,2016,11,9.76
ILLINOIS,2016,12,9.97
ILLINOIS,2015,1,10.5
ILLINOIS,2015,2,10.1
ILLINOIS,2015,3,10.1
ILLINOIS,2015,4,9.9
ILLINOIS,2015,5,9.69
ILLINOIS,2015,6,9.77
ILLINOIS,2015,7,10.2
ILLINOIS,2015,8,9.77
ILLINOIS,2015,9,9.11
ILLINOIS,2015,10,9.0
ILLINOIS,2015,11,8.93
ILLINOIS,2015,12,8.99
ILLINOIS,2014,1,13.1
ILLINOIS,2014,2,13.4
ILLINOIS,2014,3,13.8
ILLINOIS,2014,4,14.2
ILLINOIS,2014,5,14.3
ILLINOIS,2014,6,14.6
ILLINOIS,2014,7,13.3
ILLINOIS,2014,8,12.5
ILLINOIS,2014,9,10.2
ILLINOIS,2014,10,10.2
ILLINOIS,2014,11,10.3
ILLINOIS,2014,12,10.5
ILLINOIS,2013,1,14.3
ILLINOIS,2013,2,14.7
ILLINOIS,2013,3,14.7
ILLINOIS,2013,4,14.6
ILLINOIS,2013,5,15.1
ILLINOIS,2013,6,15.5
ILLINOIS,2013,7,15.5
ILLINOIS,2013,8,14.2
ILLINOIS,2013,9,13.5
ILLINOIS,2013,10,12.8
ILLINOIS,2013,11,12.8
ILLINOIS,2013,12,13.2
ILLINOIS,2012,1,12.1
ILLINOIS,2012,2,12.4
ILLINOIS,2012,3,13.1
ILLINOIS,2012,4,14.1
ILLINOIS,2012,5,14.3
ILLINOIS,2012,6,14.1
ILLINOIS,2012,7,15.6
ILLINOIS,2012,8,16.7
ILLINOIS,2012,9,15.2
ILLINOIS,2012,10,14.4
ILLINOIS,2012,11,14.7
ILLINOIS,2012,12,14.3
ILLINOIS,2011,1,11.7
ILLINOIS,2011,2,12.9
ILLINOIS,2011,3,13.1
ILLINOIS,2011,4,13.4
ILLINOIS,2011,5,13.4
ILLINOIS,2011,6,13.5
ILLINOIS,2011,7,13.4
ILLINOIS,2011,8,13.7
ILLINOIS,2011,9,12.8
ILLINOIS,2011,10,11.9
ILLINOIS,2011,11,11.9
ILLINOIS,2011,12,11.8
ILLINOIS,2010,1,9.95
ILLINOIS,2010,2,9.44
ILLINOIS,2010,3,9.52
ILLINOIS,2010,4,9.58
ILLINOIS,2010,5,9.43
ILLINOIS,2010,6,9.6
ILLINOIS,2010,7,10.0
ILLINOIS,2010,8,10.3
ILLINOIS,2010,9,10.0
ILLINOIS,2010,10,10.8
ILLINOIS,2010,11,11.1
ILLINOIS,2010,12,11.9
ILLINOIS,2009,1,10.3
ILLINOIS,2009,2,9.62
ILLINOIS,2009,3,9.21
ILLINOIS,2009,4,9.87
ILLINOIS,2009,5,10.9
ILLINOIS,2009,6,11.8
ILLINOIS,2009,7,10.9
ILLINOIS,2009,8,11.1
ILLINOIS,2009,9,10.1
ILLINOIS,2009,10,9.73
ILLINOIS,2009,11,9.79
ILLINOIS,2009,12,10.1
ILLINOIS,2008,1,10.1
ILLINOIS,2008,2,12.2
ILLINOIS,2008,3,11.6
ILLINOIS,2008,4,12.4
ILLINOIS,2008,5,11.8
ILLINOIS,2008,6,14.1
ILLINOIS,2008,7,13.9
ILLINOIS,2008,8,13.0
ILLINOIS,2008,9,11.4
ILLINOIS,2008,10,10.1
ILLINOIS,2008,11,9.54
ILLINOIS,2008,12,9.83
ILLINOIS,2007,1,6.56
ILLINOIS,2007,2,7.05
ILLINOIS,2007,3,7.11
ILLINOIS,2007,4,7.0
ILLINOIS,2007,5,7.27
ILLINOIS,2007,6,7.64
ILLINOIS,2007,7,7.76
ILLINOIS,2007,8,7.96
ILLINOIS,2007,9,8.15
ILLINOIS,2007,10,8.65
ILLINOIS,2007,11,10.2
ILLINOIS,2007,12,10.1
ILLINOIS,2006,1,5.94
ILLINOIS,2006,2,5.8
ILLINOIS,2006,3,5.68
ILLINOIS,2006,4,5.64
ILLINOIS,2006,5,5.83
ILLINOIS,2006,6,5.78
ILLINOIS,2006,7,5.74
ILLINOIS,2006,8,5.37
ILLINOIS,2006,9,5.24
ILLINOIS,2006,10,5.65
ILLINOIS,2006,11,6.11
ILLINOIS,2006,12,6.21
ILLINOIS,2005,1,5.67
ILLINOIS,2005,2,5.49
ILLINOIS,2005,3,6.03
ILLINOIS,2005,4,6.13
ILLINOIS,2005,5,6.21
ILLINOIS,2005,6,6.65
ILLINOIS,2005,7,6.78
ILLINOIS,2005,8,6.2
ILLINOIS,2005,9,5.76
ILLINOIS,2005,10,5.68
ILLINOIS,2005,11,5.78
ILLINOIS,2005,12,5.89
ILLINOIS,2004,1,7.29
ILLINOIS,2004,2,8.37
ILLINOIS,2004,3,9.32
ILLINOIS,2004,4,9.51
ILLINOIS,2004,5,9.36
ILLINOIS,2004,6,9.01
ILLINOIS,2004,7,8.36
ILLINOIS,2004,8,6.5
ILLINOIS,2004,9,5.91
ILLINOIS,2004,10,5.57
ILLINOIS,2004,11,5.37
ILLINOIS,2004,12,5.59
ILLINOIS,2003,1,5.6
ILLINOIS,2003,2,5.68
ILLINOIS,2003,3,5.73
ILLINOIS,2003,4,5.97
ILLINOIS,2003,5,6.17
ILLINOIS,2003,6,6.2
ILLINOIS,2003,7,5.93
ILLINOIS,2003,8,5.67
ILLINOIS,2003,9,6.06
ILLINOIS,2003,10,6.57
ILLINOIS,2003,11,6.94
ILLINOIS,2003,12,7.13
ILLINOIS,2002,1,4.33
ILLINOIS,2002,2,4.34
ILLINOIS,2002,3,4.48
ILLINOIS,2002,4,4.58
ILLINOIS,2002,5,4.76
ILLINOIS,2002,6,4.99
ILLINOIS,2002,7,5.51
ILLINOIS,2002,8,5.73
ILLINOIS,2002,9,5.52
ILLINOIS,2002,10,5.25
ILLINOIS,2002,11,5.57
ILLINOIS,2002,12,5.57
ILLINOIS,2001,1,4.74
ILLINOIS,2001,2,4.51
ILLINOIS,2001,3,4.49
ILLINOIS,2001,4,4.31
ILLINOIS,2001,5,4.47
ILLINOIS,2001,6,4.58
ILLINOIS,2001,7,4.91
ILLINOIS,2001,8,4.91
ILLINOIS,2001,9,4.55
ILLINOIS,2001,10,4.23
ILLINOIS,2001,11,4.28
ILLINOIS,2001,12,4.36
ILLINOIS,2000,1,4.74
ILLINOIS,2000,2,4.87
ILLINOIS,2000,3,5.0
ILLINOIS,2000,4,4.96
ILLINOIS,2000,5,5.28
ILLINOIS,2000,6,4.98
ILLINOIS,2000,7,4.65
ILLINOIS,2000,8,4.52
ILLINOIS,2000,9,4.66
ILLINOIS,2000,10,4.55
ILLINOIS,2000,11,4.62
ILLINOIS,2000,12,4.86
INDIANA,2022,1,12.9
INDIANA,2022,2,14.6
INDIANA,2022,3,15.5
INDIANA,2022,4,15.9
INDIANA,2022,5,16.0
INDIANA,2022,6,17.0
INDIANA,2022,7,16.0
INDIANA,2022,8,15.4
INDIANA,2022,9,14.5
INDIANA,2022,10,13.6
INDIANA,2022,11,14.1
INDIANA,2022,12,14.7
INDIANA,2021,1,10.9
INDIANA,2021,2,12.6
INDIANA,2021,3,13.0
INDIANA,2021,4,14.0
INDIANA,2021,5,15.0
INDIANA,2021,6,14.4
INDIANA,2021,7,14.3
INDIANA,2021,8,13.6
INDIANA,2021,9,12.4
INDIANA,2021,10,11.9
INDIANA,2021,11,12.2
INDIANA,2021,12,12.7
INDIANA,2020,1,9.22
INDIANA,2020,2,9.04
INDIANA,2020,3,9.01
INDIANA,2020,4,8.64
INDIANA,2020,5,8.62
INDIANA,2020,6,8.7
INDIANA,2020,7,8.87
INDIANA,2020,8,8.8
INDIANA,2020,9,9.44
INDIANA,2020,10,9.81
INDIANA,2020,11,10.3
INDIANA,2020,12,10.8
INDIANA,2019,1,8.94
INDIANA,2019,2,8.91
INDIANA,2019,3,8.83
INDIANA,2019,4,8.57
INDIANA,2019,5,8.39
INDIANA,2019,6,8.71
INDIANA,2019,7,8.8
INDIANA,2019,8,8.6
INDIANA,2019,9,8.6
INDIANA,2019,10,8.93
INDIANA,2019,11,8.94
INDIANA,2019,12,9.17
INDIANA,2018,1,9.61
INDIANA,2018,2,9.79
INDIANA,2018,3,10.1
INDIANA,2018,4,10.3
INDIANA,2018,5,10.5
INDIANA,2018,6,10.2
INDIANA,2018,7,8.94
INDIANA,2018,8,8.85
INDIANA,2018,9,8.75
INDIANA,2018,10,8.64
INDIANA,2018,11,8.6
INDIANA,2018,12,8.94
INDIANA,2017,1,9.96
INDIANA,2017,2,10.1
INDIANA,2017,3,9.97
INDIANA,2017,4,9.51
INDIANA,2017,5,9.58
INDIANA,2017,6,9.27
INDIANA,2017,7,9.77
INDIANA,2017,8,9.47
INDIANA,2017,9,9.5
INDIANA,2017,10,9.42
INDIANA,2017,11,9.41
INDIANA,2017,12,9.56
INDIANA,2016,1,8.93
INDIANA,2016,2,8.8
INDIANA,2016,3,8.9
INDIANA,2016,4,9.29
INDIANA,2016,5,10.1
INDIANA,2016,6,10.9
INDIANA,2016,7,10.7
INDIANA,2016,8,10.3
INDIANA,2016,9,9.62
INDIANA,2016,10,9.45
INDIANA,2016,11,9.64
INDIANA,2016,12,9.91
INDIANA,2015,1,10.5
INDIANA,2015,2,10.2
INDIANA,2015,3,10.1
INDIANA,2015,4,9.94
INDIANA,2015,5,9.91
INDIANA,2015,6,9.91
INDIANA,2015,7,10.3
INDIANA,2015,8,10.0
INDIANA,2015,9,9.0
INDIANA,2015,10,8.8
INDIANA,2015,11,8.84
INDIANA,2015,12,8.94
INDIANA,2014,1,13.2
INDIANA,2014,2,13.4
INDIANA,2014,3,13.9
INDIANA,2014,4,14.6
INDIANA,2014,5,14.8
INDIANA,2014,6,14.7
INDIANA,2014,7,13.7
INDIANA,2014,8,12.9
INDIANA,2014,9,11.0
INDIANA,2014,10,10.0
INDIANA,2014,11,10.2
INDIANA,2014,12,10.5
INDIANA,2013,1,14.6
INDIANA,2013,2,14.8
INDIANA,2013,3,15.0
INDIANA,2013,4,14.7
INDIANA,2013,5,15.1
INDIANA,2013,6,15.6
INDIANA,2013,7,15.8
INDIANA,2013,8,14.9
INDIANA,2013,9,13.4
INDIANA,2013,10,12.6
INDIANA,2013,11,12.7
INDIANA,2013,12,13.1
INDIANA,2012,1,12.2
INDIANA,2012,2,12.5
INDIANA,2012,3,13.1
INDIANA,2012,4,14.0
INDIANA,2012,5,14.1
INDIANA,2012,6,14.1
INDIANA,2012,7,15.9
INDIANA,2012,8,16.4
INDIANA,2012,9,14.8
INDIANA,2012,10,14.5
INDIANA,2012,11,14.6
INDIANA,2012,12,14.5
INDIANA,2011,1,11.7
INDIANA,2011,2,13.0
INDIANA,2011,3,12.8
INDIANA,2011,4,13.3
INDIANA,2011,5,13.7
INDIANA,2011,6,13.4
INDIANA,2011,7,13.7
INDIANA,2011,8,13.7
INDIANA,2011,9,12.9
INDIANA,2011,10,11.8
INDIANA,2011,11,11.8
INDIANA,2011,12,11.9
INDIANA,2010,1,10.0
INDIANA,2010,2,9.82
INDIANA,2010,3,9.7
INDIANA,2010,4,9.79
INDIANA,2010,5,9.77
INDIANA,2010,6,9.79
INDIANA,2010,7,10.1
INDIANA,2010,8,10.5
INDIANA,2010,9,10.1
INDIANA,2010,10,10.6
INDIANA,2010,11,11.5
INDIANA,2010,12,12.2
INDIANA,2009,1,10.3
INDIANA,2009,2,9.88
INDIANA,2009,3,9.49
INDIANA,2009,4,10.1
INDIANA,2009,5,11.1
INDIANA,2009,6,11.9
INDIANA,2009,7,11.1
INDIANA,2009,8,11.0
INDIANA,2009,9,9.97
INDIANA,2009,10,9.49
INDIANA,2009,11,9.63
INDIANA,2009,12,10.2
INDIANA,2008,1,10.1
INDIANA,2008,2,12.3
INDIANA,2008,3,11.7
INDIANA,2008,4,12.3
INDIANA,2008,5,12.8
INDIANA,2008,6,14.5
INDIANA,2008,7,14.5
INDIANA,2008,8,13.5
INDIANA,2008,9,11.0
INDIANA,2008,10,9.78
INDIANA,2008,11,9.47
INDIANA,2008,12,9.7
INDIANA,2007,1,6.44
INDIANA,2007,2,6.95
INDIANA,2007,3,7.17
INDIANA,2007,4,7.13
INDIANA,2007,5,7.36
INDIANA,2007,6,7.83
INDIANA,2007,7,7.97
INDIANA,2007,8,8.03
INDIANA,2007,9,8.49
INDIANA,2007,10,8.81
INDIANA,2007,11,9.65
INDIANA,2007,12,10.3
INDIANA,2006,1,6.06
INDIANA,2006,2,5.83
INDIANA,2006,3,5.76
INDIANA,2006,4,5.69
INDIANA,2006,5,5.83
INDIANA,2006,6,5.8
INDIANA,2006,7,5.85
INDIANA,2006,8,5.53
INDIANA,2006,9,5.4
INDIANA,2006,10,5.63
INDIANA,2006,11,6.13
INDIANA,2006,12,6.38
INDIANA,2005,1,5.57
INDIANA,2005,2,5.46
INDIANA,2005,3,6.02
INDIANA,2005,4,5.99
INDIANA,2005,5,6.32
INDIANA,2005,6,6.76
INDIANA,2005,7,6.93
INDIANA,2005,8,6.29
INDIANA,2005,9,5.76
INDIANA,2005,10,5.6
INDIANA,2005,11,5.58
INDIANA,2005,12,6.01
INDIANA,2004,1,7.38
INDIANA,2004,2,8.38
INDIANA,2004,3,9.43
INDIANA,2004,4,9.76
INDIANA,2004,5,9.62
INDIANA,2004,6,9.45
INDIANA,2004,7,8.89
INDIANA,2004,8,7.18
INDIANA,2004,9,5.51
INDIANA,2004,10,5.24
INDIANA,2004,11,5.22
INDIANA,2004,12,5.47
INDIANA,2003,1,5.62
INDIANA,2003,2,5.69
INDIANA,2003,3,5.7
INDIANA,2003,4,5.92
INDIANA,2003,5,6.28
INDIANA,2003,6,6.15
INDIANA,2003,7,5.87
INDIANA,2003,8,5.84
INDIANA,2003,9,6.49
INDIANA,2003,10,6.9
INDIANA,2003,11,7.25
INDIANA,2003,12,7.44
INDIANA,2002,1,4.29
INDIANA,2002,2,4.34
INDIANA,2002,3,4.56
INDIANA,2002,4,4.63
INDIANA,2002,5,4.79
INDIANA,2002,6,5.05
INDIANA,2002,7,5.51
INDIANA,2002,8,5.67
INDIANA,2002,9,5.53
INDIANA,2002,10,5.24
INDIANA,2002,11,5.53
INDIANA,2002,12,5.61
INDIANA,2001,1,4.74
INDIANA,2001,2,4.53
INDIANA,2001,3,4.52
INDIANA,2001,4,4.25
INDIANA,2001,5,4.43
INDIANA,2001,6,4.62
INDIANA,2001,7,4.98
INDIANA,2001,8,5.15
INDIANA,2001,9,4.6
INDIANA,2001,10,4.17
INDIANA,2001,11,4.18
INDIANA,2001,12,4.25
INDIANA,2000,1,4.65
INDIANA,2000,2,4.9
INDIANA,2000,3,5.06
INDIANA,2000,4,5.18
INDIANA,2000,5,5.27
INDIANA,2000,6,5.11
INDIANA,2000,7,4.62
INDIANA,2000,8,4.63
INDIANA,2000,9,4.71
INDIANA,2000,10,4.51
INDIANA,2000,11,4.57
INDIANA,2000,12,4.93
IOWA,2022,1,12.9
IOWA,2022,2,14.5
IOWA,2022,3,15.0
IOWA,2022,4,15.4
IOWA,2022,5,15.9
IOWA,2022,6,16.2
IOWA,2022,7,15.5
IOWA,2022,8,15.3
IOWA,2022,9,14.2
IOWA,2022,10,13.4
IOWA,2022,11,14.2
IOWA,2022,12,14.5
IOWA,2021,1,11.3
IOWA,2021,2,12.7
IOWA,2021,3,13.3
IOWA,2021,4,13.8
IOWA,2021,5,14.8
IOWA,2021,6,14.7
IOWA,2021,7,14.4
IOWA,2021,8,13.7
IOWA,2021,9,12.3
IOWA,2021,10,11.9
IOWA,2021,11,12.2
IOWA,2021,12,12.5
IOWA,2020,1,8.73
IOWA,2020,2,8.56
IOWA,2020,3,8.43
IOWA,2020,4,8.35
IOWA,2020,5,8.28
IOWA,2020,6,8.27
IOWA,2020,7,8.48
IOWA,2020,8,8.64
IOWA,2020,9,9.24
