state,year,month,price_received
IDAHO,2018,9,4.47
IDAHO,2018,10,4.5
IDAHO,2018,11,5.1
IDAHO,2018,12,5.16
IDAHO,2017,1,5.19
IDAHO,2017,4,5.44
IDAHO,2017,6,4.94
IDAHO,2017,7,5.16
IDAHO,2017,8,4.63
IDAHO,2017,9,4.59
IDAHO,2017,10,4.98
IDAHO,2017,11,5.16
IDAHO,2017,12,4.54
IDAHO,2016,1,5.69
IDAHO,2016,3,5.98
IDAHO,2016,4,6.15
IDAHO,2016,7,5.19
IDAHO,2016,8,5.18
IDAHO,2016,9,4.52
IDAHO,2016,10,4.89
IDAHO,2016,11,5.16
IDAHO,2016,12,5.08
IDAHO,2015,1,4.59
IDAHO,2015,2,5.53
IDAHO,2015,3,4.69
IDAHO,2015,4,3.69
IDAHO,2015,5,4.79
IDAHO,2015,6,4.3
IDAHO,2015,7,5.33
IDAHO,2015,8,5.99
IDAHO,2015,9,5.7
IDAHO,2015,10,5.67
IDAHO,2015,11,5.71
IDAHO,2015,12,6.16
IDAHO,2014,1,6.28
IDAHO,2014,2,6.38
IDAHO,2014,4,6.31
IDAHO,2014,5,6.54
IDAHO,2014,7,5.86
IDAHO,2014,8,5.48
IDAHO,2014,9,5.05
IDAHO,2014,10,5.38
IDAHO,2014,11,4.91
IDAHO,2014,12,5.22
IDAHO,2013,1,6.34
IDAHO,2013,2,6.57
IDAHO,2013,3,6.76
IDAHO,2013,4,6.27
IDAHO,2013,5,6.48
IDAHO,2013,6,6.7
IDAHO,2013,7,6.78
IDAHO,2013,8,6.37
IDAHO,2013,9,6.26
IDAHO,2013,10,6.3
IDAHO,2013,11,6.68
IDAHO,2013,12,6.44
IDAHO,2012,1,5.64
IDAHO,2012,2,5.81
IDAHO,2012,3,5.27
IDAHO,2012,4,5.69
IDAHO,2012,5,5.9
IDAHO,2012,6,5.13
IDAHO,2012,7,6.45
IDAHO,2012,8,6.58
IDAHO,2012,9,6.43
IDAHO,2012,10,6.56
IDAHO,2012,11,6.57
IDAHO,2012,12,6.5
IDAHO,2011,1,4.0
IDAHO,2011,2,4.26
IDAHO,2011,3,4.16
IDAHO,2011,4,4.92
IDAHO,2011,5,3.85
IDAHO,2011,6,4.31
IDAHO,2011,7,5.08
IDAHO,2011,8,5.46
IDAHO,2011,9,5.89
IDAHO,2011,10,5.62
IDAHO,2011,11,5.63
IDAHO,2011,12,5.81
IDAHO,2010,1,5.23
IDAHO,2010,2,4.85
IDAHO,2010,3,4.71
IDAHO,2010,4,5.12
IDAHO,2010,5,4.59
IDAHO,2010,6,5.09
IDAHO,2010,7,5.01
IDAHO,2010,8,3.99
IDAHO,2010,9,3.99
IDAHO,2010,10,3.99
IDAHO,2010,11,4.04
IDAHO,2010,12,3.99
IDAHO,2009,1,5.69
IDAHO,2009,2,4.58
IDAHO,2009,3,4.67
IDAHO,2009,4,5.54
IDAHO,2009,5,4.79
IDAHO,2009,6,5.52
IDAHO,2009,7,5.7
IDAHO,2009,8,5.66
IDAHO,2009,9,5.34
IDAHO,2009,10,4.72
IDAHO,2009,11,4.85
IDAHO,2009,12,4.76
IDAHO,2008,1,4.38
IDAHO,2008,2,4.22
IDAHO,2008,3,4.07
IDAHO,2008,4,4.33
IDAHO,2008,5,4.1
IDAHO,2008,6,3.77
IDAHO,2008,7,5.19
IDAHO,2008,8,5.91
IDAHO,2008,9,7.6
IDAHO,2008,10,6.52
IDAHO,2008,11,5.58
IDAHO,2008,12,5.91
IDAHO,2007,1,3.2
IDAHO,2007,2,3.22
IDAHO,2007,3,3.42
IDAHO,2007,4,3.25
IDAHO,2007,5,3.34
IDAHO,2007,6,3.24
IDAHO,2007,7,3.44
IDAHO,2007,8,3.74
IDAHO,2007,9,4.03
IDAHO,2007,10,4.4
IDAHO,2007,11,4.19
IDAHO,2007,12,4.41
IDAHO,2006,1,2.94
IDAHO,2006,2,2.91
IDAHO,2006,3,3.07
IDAHO,2006,4,3.0
IDAHO,2006,5,3.14
IDAHO,2006,6,3.22
IDAHO,2006,7,3.14
IDAHO,2006,8,3.0
IDAHO,2006,9,2.7
IDAHO,2006,10,2.98
IDAHO,2006,11,3.18
IDAHO,2006,12,3.2
IDAHO,2005,1,2.88
IDAHO,2005,2,3.05
IDAHO,2005,3,3.11
IDAHO,2005,4,3.04
IDAHO,2005,5,3.19
IDAHO,2005,6,3.25
IDAHO,2005,7,3.21
IDAHO,2005,8,3.08
IDAHO,2005,9,2.76
IDAHO,2005,10,2.71
IDAHO,2005,11,2.96
IDAHO,2005,12,2.82
IDAHO,2004,1,2.89
IDAHO,2004,2,3.14
IDAHO,2004,3,3.22
IDAHO,2004,4,3.18
IDAHO,2004,5,3.0
IDAHO,2004,6,3.32
IDAHO,2004,7,3.27
IDAHO,2004,8,3.13
IDAHO,2004,9,2.91
IDAHO,2004,10,2.74
IDAHO,2004,11,2.84
IDAHO,2004,12,2.92
IDAHO,2003,1,3.05
IDAHO,2003,2,3.15
IDAHO,2003,3,3.03
IDAHO,2003,4,3.14
IDAHO,2003,5,3.11
IDAHO,2003,6,3.1
IDAHO,2003,7,2.91
IDAHO,2003,8,3.2
IDAHO,2003,9,3.16
IDAHO,2003,10,2.95
IDAHO,2003,11,3.12
IDAHO,2003,12,3.28
IDAHO,2002,1,2.74
IDAHO,2002,2,2.87
IDAHO,2002,3,2.77
IDAHO,2002,4,2.69
IDAHO,2002,5,2.8
IDAHO,2002,6,2.74
IDAHO,2002,7,2.89
IDAHO,2002,8,3.05
IDAHO,2002,9,2.97
IDAHO,2002,10,2.9
IDAHO,2002,11,3.02
IDAHO,2002,12,3.09
IDAHO,2001,1,2.48
IDAHO,2001,2,2.68
IDAHO,2001,3,2.67
IDAHO,2001,4,2.71
IDAHO,2001,5,2.6
IDAHO,2001,6,2.23
IDAHO,2001,7,2.65
IDAHO,2001,8,2.98
IDAHO,2001,9,2.86
IDAHO,2001,10,2.79
IDAHO,2001,11,2.68
IDAHO,2001,12,2.53
IDAHO,2000,1,2.23
IDAHO,2000,2,2.57
IDAHO,2000,3,2.61
IDAHO,2000,4,2.48
IDAHO,2000,5,2.5
IDAHO,2000,6,2.55
IDAHO,2000,7,2.93
IDAHO,2000,8,2.86
IDAHO,2000,9,2.37
IDAHO,2000,10,2.16
IDAHO,2000,11,2.52
IDAHO,2000,12,2.62
MINNESOTA,2021,1,4.31
MINNESOTA,2021,2,4.25
MINNESOTA,2021,3,4.22
MINNESOTA,2021,4,4.31
MINNESOTA,2021,5,4.57
MINNESOTA,2021,6,5.08
MINNESOTA,2021,7,4.63
MINNESOTA,2021,8,5.0
MINNESOTA,2021,9,5.25
MINNESOTA,2021,12,5.31
MINNESOTA,2020,1,4.3
MINNESOTA,2020,7,4.34
MINNESOTA,2020,8,4.4
MINNESOTA,2020,10,4.26
MINNESOTA,2019,2,4.46
MINNESOTA,2019,3,4.41
MINNESOTA,2019,8,4.48
MINNESOTA,2019,9,4.35
MINNESOTA,2019,11,4.47
MINNESOTA,2018,1,4.39
MINNESOTA,2018,2,4.39
MINNESOTA,2018,3,4.44
MINNESOTA,2018,4,4.12
MINNESOTA,2018,5,4.08
MINNESOTA,2018,7,4.03
MINNESOTA,2018,8,4.15
MINNESOTA,2018,9,4.21
MINNESOTA,2017,1,4.37
MINNESOTA,2017,2,4.22
MINNESOTA,2017,3,4.1
MINNESOTA,2017,4,3.94
MINNESOTA,2017,6,4.37
MINNESOTA,2017,7,4.2
MINNESOTA,2017,8,4.11
MINNESOTA,2017,11,4.43
MINNESOTA,2017,12,4.32
MINNESOTA,2016,1,4.99
MINNESOTA,2016,2,4.94
MINNESOTA,2016,3,5.76
MINNESOTA,2016,4,5.26
MINNESOTA,2016,5,4.26
MINNESOTA,2016,6,5.17
MINNESOTA,2016,8,2.94
MINNESOTA,2016,9,3.56
MINNESOTA,2016,10,4.16
MINNESOTA,2016,12,4.14
MINNESOTA,2015,1,5.67
MINNESOTA,2015,2,5.43
MINNESOTA,2015,3,5.24
MINNESOTA,2015,4,5.45
MINNESOTA,2015,5,4.97
MINNESOTA,2015,6,5.33
MINNESOTA,2015,7,5.33
MINNESOTA,2015,8,5.58
MINNESOTA,2015,9,5.36
MINNESOTA,2015,10,4.93
MINNESOTA,2015,11,5.28
MINNESOTA,2015,12,5.22
MINNESOTA,2014,1,6.75
MINNESOTA,2014,2,6.32
MINNESOTA,2014,4,5.5
MINNESOTA,2014,6,5.95
MINNESOTA,2014,7,5.21
MINNESOTA,2014,8,5.71
MINNESOTA,2014,9,4.97
MINNESOTA,2014,10,4.93
MINNESOTA,2014,11,5.38
MINNESOTA,2014,12,5.45
MINNESOTA,2013,5,7.04
MINNESOTA,2013,7,5.74
MINNESOTA,2013,8,6.36
MINNESOTA,2013,9,6.18
MINNESOTA,2012,4,5.03
MINNESOTA,2011,1,3.83
MINNESOTA,2011,4,4.07
MINNESOTA,2011,6,5.69
MINNESOTA,2011,7,4.9
MINNESOTA,2011,10,5.5
MINNESOTA,2010,2,4.48
MINNESOTA,2010,7,3.86
MINNESOTA,2009,7,3.54
MINNESOTA,2008,1,3.76
MINNESOTA,2008,2,4.01
MINNESOTA,2008,3,3.81
MINNESOTA,2008,4,4.76
MINNESOTA,2008,5,4.12
MINNESOTA,2008,11,4.83
MINNESOTA,2007,1,2.66
MINNESOTA,2007,2,3.12
MINNESOTA,2007,3,3.06
MINNESOTA,2007,4,2.85
MINNESOTA,2007,5,3.22
MINNESOTA,2007,6,3.16
MINNESOTA,2007,7,3.01
MINNESOTA,2007,8,3.28
MINNESOTA,2007,9,3.66
MINNESOTA,2007,10,4.53
MINNESOTA,2007,11,3.87
MINNESOTA,2007,12,3.69
MINNESOTA,2006,3,1.91
MINNESOTA,2006,7,1.91
MINNESOTA,2006,8,2.15
MINNESOTA,2006,9,2.51
MINNESOTA,2006,10,2.52
MINNESOTA,2006,11,2.66
MINNESOTA,2006,12,2.64
MINNESOTA,2005,1,2.56
MINNESOTA,2005,3,2.41
MINNESOTA,2005,4,1.94
MINNESOTA,2005,7,1.96
MINNESOTA,2004,7,2.45
MINNESOTA,2004,8,1.99
MINNESOTA,2004,9,1.64
MINNESOTA,2004,10,1.86
MINNESOTA,2004,11,2.31
MINNESOTA,2004,12,2.03
MINNESOTA,2003,1,3.04
MINNESOTA,2003,2,2.28
MINNESOTA,2003,3,2.51
MINNESOTA,2003,4,2.49
MINNESOTA,2003,5,3.09
MINNESOTA,2003,7,2.35
MINNESOTA,2003,8,2.29
MINNESOTA,2003,9,2.35
MINNESOTA,2003,11,2.65
MINNESOTA,2002,1,2.0
MINNESOTA,2002,2,1.83
MINNESOTA,2002,3,1.74
MINNESOTA,2002,4,2.0
MINNESOTA,2002,6,2.15
MINNESOTA,2002,7,1.97
MINNESOTA,2002,8,1.75
MINNESOTA,2002,9,1.93
MINNESOTA,2002,10,2.36
MINNESOTA,2002,11,2.11
MINNESOTA,2002,12,2.55
MINNESOTA,2001,1,1.8
MINNESOTA,2001,2,1.75
MINNESOTA,2001,3,1.74
MINNESOTA,2001,4,1.73
MINNESOTA,2001,5,1.62
MINNESOTA,2001,6,1.48
MINNESOTA,2001,7,1.54
MINNESOTA,2001,8,1.53
MINNESOTA,2001,9,1.45
MINNESOTA,2001,10,1.54
MINNESOTA,2001,11,1.72
MINNESOTA,2001,12,1.72
MINNESOTA,2000,1,1.68
MINNESOTA,2000,2,1.69
MINNESOTA,2000,3,1.68
MINNESOTA,2000,4,1.8
MINNESOTA,2000,5,1.75
MINNESOTA,2000,6,1.71
MINNESOTA,2000,7,1.57
MINNESOTA,2000,8,1.41
MINNESOTA,2000,9,1.49
MINNESOTA,2000,10,1.38
MINNESOTA,2000,11,1.66
MINNESOTA,2000,12,1.78
MONTANA,2022,1,6.15
MONTANA,2022,2,6.67
MONTANA,2022,3,7.18
MONTANA,2022,4,7.29
MONTANA,2022,5,7.48
MONTANA,2022,6,7.95
MONTANA,2022,7,7.16
MONTANA,2022,8,7.22
MONTANA,2022,9,7.35
MONTANA,2022,10,7.28
MONTANA,2022,11,7.09
MONTANA,2022,12,7.46
MONTANA,2021,1,4.3
MONTANA,2021,2,4.68
MONTANA,2021,3,4.5
MONTANA,2021,4,4.11
MONTANA,2021,5,4.35
MONTANA,2021,6,4.39
MONTANA,2021,7,4.68
MONTANA,2021,8,4.9
MONTANA,2021,9,5.38
MONTANA,2021,10,5.24
MONTANA,2021,11,5.09
MONTANA,2021,12,5.65
MONTANA,2020,1,4.54
MONTANA,2020,2,4.21
MONTANA,2020,3,4.66
MONTANA,2020,4,3.95
MONTANA,2020,5,3.77
MONTANA,2020,6,3.71
MONTANA,2020,7,3.9
MONTANA,2020,8,4.45
MONTANA,2020,9,4.35
MONTANA,2020,10,4.49
MONTANA,2020,11,4.52
MONTANA,2020,12,4.35
MONTANA,2019,1,4.48
MONTANA,2019,2,4.4
MONTANA,2019,3,4.65
MONTANA,2019,4,4.67
MONTANA,2019,6,4.21
MONTANA,2019,7,3.55
MONTANA,2019,8,4.78
MONTANA,2019,9,4.29
MONTANA,2019,10,4.43
MONTANA,2019,11,4.38
MONTANA,2019,12,4.26
MONTANA,2018,1,4.34
MONTANA,2018,2,4.05
MONTANA,2018,3,4.49
MONTANA,2018,4,4.32
MONTANA,2018,5,4.51
MONTANA,2018,6,3.94
MONTANA,2018,7,3.59
MONTANA,2018,8,4.53
MONTANA,2018,9,4.89
MONTANA,2018,10,4.17
MONTANA,2018,11,4.94
MONTANA,2018,12,4.62
MONTANA,2017,1,5.1
MONTANA,2017,2,5.15
MONTANA,2017,3,5.01
MONTANA,2017,4,5.15
MONTANA,2017,5,5.01
MONTANA,2017,6,4.19
MONTANA,2017,7,4.48
MONTANA,2017,8,4.63
MONTANA,2017,9,4.02
MONTANA,2017,10,3.8
MONTANA,2017,11,4.27
MONTANA,2017,12,4.21
MONTANA,2016,1,5.88
MONTANA,2016,2,5.97
MONTANA,2016,3,5.4
MONTANA,2016,4,5.22
MONTANA,2016,6,4.37
MONTANA,2016,7,5.22
MONTANA,2016,8,5.28
MONTANA,2016,9,5.16
MONTANA,2016,10,5.26
MONTANA,2016,11,4.93
MONTANA,2016,12,5.19
MONTANA,2015,1,4.6
MONTANA,2015,2,5.05
MONTANA,2015,3,4.65
MONTANA,2015,4,5.07
MONTANA,2015,5,4.45
MONTANA,2015,6,4.82
MONTANA,2015,7,5.31
MONTANA,2015,8,5.78
MONTANA,2015,9,6.19
MONTANA,2015,10,5.85
MONTANA,2015,11,5.86
MONTANA,2015,12,6.06
MONTANA,2014,1,6.49
MONTANA,2014,2,6.38
MONTANA,2014,3,6.14
MONTANA,2014,4,5.82
MONTANA,2014,5,5.62
MONTANA,2014,6,5.95
MONTANA,2014,7,5.53
MONTANA,2014,8,6.02
MONTANA,2014,9,5.36
MONTANA,2014,10,5.54
MONTANA,2014,11,4.98
MONTANA,2014,12,4.9
MONTANA,2013,1,6.52
MONTANA,2013,2,6.49
MONTANA,2013,3,6.34
MONTANA,2013,4,6.32
MONTANA,2013,5,6.46
MONTANA,2013,6,6.31
MONTANA,2013,7,6.38
MONTANA,2013,8,6.68
MONTANA,2013,9,6.25
MONTANA,2013,10,6.35
MONTANA,2013,11,6.23
MONTANA,2013,12,6.17
MONTANA,2012,1,5.12
MONTANA,2012,2,5.04
MONTANA,2012,3,5.51
MONTANA,2012,4,6.02
MONTANA,2012,5,5.51
MONTANA,2012,6,5.77
MONTANA,2012,7,6.21
MONTANA,2012,8,6.55
MONTANA,2012,9,6.43
MONTANA,2012,10,6.48
MONTANA,2012,11,6.48
MONTANA,2012,12,6.29
MONTANA,2011,1,3.91
MONTANA,2011,2,3.99
MONTANA,2011,3,4.28
MONTANA,2011,4,4.43
MONTANA,2011,5,4.17
MONTANA,2011,6,4.55
MONTANA,2011,7,4.96
MONTANA,2011,8,5.06
MONTANA,2011,9,5.23
MONTANA,2011,10,5.54
MONTANA,2011,11,5.31
MONTANA,2011,12,5.33
MONTANA,2010,1,4.95
MONTANA,2010,2,4.75
MONTANA,2010,3,4.41
MONTANA,2010,4,4.22
MONTANA,2010,5,4.86
MONTANA,2010,6,4.28
MONTANA,2010,7,3.91
MONTANA,2010,8,4.26
MONTANA,2010,9,3.83
MONTANA,2010,10,3.57
MONTANA,2010,11,3.83
MONTANA,2010,12,3.7
MONTANA,2009,1,5.55
MONTANA,2009,2,5.56
MONTANA,2009,3,5.39
MONTANA,2009,4,5.3
MONTANA,2009,5,5.05
MONTANA,2009,6,4.83
MONTANA,2009,7,5.82
MONTANA,2009,8,5.76
MONTANA,2009,9,5.21
MONTANA,2009,10,4.92
MONTANA,2009,11,4.51
MONTANA,2009,12,4.76
MONTANA,2008,1,4.78
MONTANA,2008,2,4.39
MONTANA,2008,3,4.23
MONTANA,2008,4,4.65
MONTANA,2008,5,5.28
MONTANA,2008,6,4.11
MONTANA,2008,7,5.55
MONTANA,2008,8,5.67
MONTANA,2008,9,5.89
MONTANA,2008,10,6.25
MONTANA,2008,11,6.25
MONTANA,2008,12,6.05
MONTANA,2007,1,3.15
MONTANA,2007,2,3.17
MONTANA,2007,3,3.28
MONTANA,2007,4,3.28
MONTANA,2007,5,3.18
MONTANA,2007,6,3.22
MONTANA,2007,7,3.77
MONTANA,2007,8,3.59
MONTANA,2007,9,3.74
MONTANA,2007,10,4.26
MONTANA,2007,11,3.73
MONTANA,2007,12,5.05
MONTANA,2006,1,2.65
MONTANA,2006,2,2.76
MONTANA,2006,3,3.04
MONTANA,2006,4,2.82
MONTANA,2006,5,3.21
MONTANA,2006,6,2.95
MONTANA,2006,7,2.6
MONTANA,2006,8,2.87
MONTANA,2006,9,2.78
MONTANA,2006,10,2.81
MONTANA,2006,11,2.9
MONTANA,2006,12,3.05
MONTANA,2005,1,2.77
MONTANA,2005,2,2.77
MONTANA,2005,3,2.72
MONTANA,2005,4,2.84
MONTANA,2005,5,2.8
MONTANA,2005,6,2.91
MONTANA,2005,7,2.97
MONTANA,2005,8,3.04
MONTANA,2005,9,2.68
MONTANA,2005,10,2.73
MONTANA,2005,11,2.89
MONTANA,2005,12,2.85
MONTANA,2004,1,2.52
MONTANA,2004,2,2.98
MONTANA,2004,3,3.01
MONTANA,2004,4,2.86
MONTANA,2004,5,2.81
MONTANA,2004,6,2.45
MONTANA,2004,7,1.92
MONTANA,2004,8,3.11
MONTANA,2004,9,2.93
MONTANA,2004,10,2.62
MONTANA,2004,11,2.92
MONTANA,2004,12,2.89
MONTANA,2003,1,2.82
MONTANA,2003,2,2.8
MONTANA,2003,3,2.95
MONTANA,2003,4,2.88
MONTANA,2003,5,2.44
MONTANA,2003,6,2.26
MONTANA,2003,7,2.95
MONTANA,2003,8,3.14
MONTANA,2003,9,3.03
MONTANA,2003,10,2.68
MONTANA,2003,11,2.57
MONTANA,2003,12,3.03
MONTANA,2002,1,2.62
MONTANA,2002,2,2.73
MONTANA,2002,3,2.52
MONTANA,2002,4,2.49
MONTANA,2002,5,2.5
MONTANA,2002,6,2.34
MONTANA,2002,7,2.61
MONTANA,2002,8,3.07
MONTANA,2002,9,2.77
MONTANA,2002,10,2.77
MONTANA,2002,11,2.79
MONTANA,2002,12,2.96
MONTANA,2001,1,2.39
MONTANA,2001,2,2.48
MONTANA,2001,3,2.27
